Item_Weight,Item_Visibility,Item_MRP,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_1,Outlet_Size_2,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
14.35,0.9294568246805852,231.2984,6024.1584,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7.075,0.9349353623615069,98.1068,1458.102,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
18.25,0.8747287951654338,174.708,2423.512,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13.1,0.9260469355809481,165.1158,1504.0422,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
7.68,0.8782920660928834,85.2224,1278.336,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
19.7,0.8181818181818181,197.91099999999997,1767.6989999999998,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
8.52,0.8765027798219129,151.9682,1677.1502,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
17.75,1.4588870033240042,140.2838,280.9676,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16.849999999999998,0.75,112.2544,3914.9040000000005,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
5.785,1.0047208926306652,180.36599999999999,1258.362,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
5.945,0.9334777994620372,127.8652,2195.8084,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
18.25,0.9275067638756447,154.66299999999998,2659.8709999999996,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
8.68,0.8740008617109716,99.9384,689.7688,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
11.65,0.9222899173386768,113.38600000000001,2603.278,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
19.25,0.9260469378958485,141.1496,282.2992,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
16.2,1.561693720956108,192.3162,769.6648,15,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13.0,0.9288589845193947,195.8426,4152.5946,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
17.75,0.9241603399031927,256.9672,1534.0032,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
12.15,0.8747287907599235,245.24599999999998,3202.498,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6.32,0.9613953730668435,38.5822,353.5398,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
17.25,0.9221155196286448,63.4194,1547.985,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7.72,0.9334195309559057,121.744,2277.036,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
18.85,1.0010958931933103,120.64399999999999,3475.4759999999997,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
19.7,0.8796766112914626,175.137,2822.992,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
14.5,0.8717753255752223,40.5454,1216.4166,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
17.7,0.8839110846594639,116.6834,3570.6854,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
15.7,0.9988808361123486,113.7202,3263.0858,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
9.695,0.8782920659855298,159.792,2716.4640000000004,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
11.8,0.874728789362621,224.1772,3558.0352,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5.985,1.6148106135980855,183.6924,555.2772,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7.935,0.9434017326974321,260.991,7100.757,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
15.2,0.8745633881898814,116.8492,2664.5316,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
8.77,1.014480777359318,170.8422,1724.422,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
19.7,0.8745633883673203,88.5198,1308.297,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
10.5,0.933054395149441,235.5248,4740.496,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
15.1,0.9090909090909091,146.2786,433.4358,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5.405,0.9215224101463619,200.5742,2388.8904,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
20.35,0.9322695536866267,81.0276,1868.2348,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
9.269999999999998,1.531537201130845,149.605,449.415,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5.785,0.9294568280403207,262.0252,4459.5284,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
11.8,0.8782920679906459,185.3924,370.1848,4,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13.650000000000002,0.9942317098901041,47.1402,1516.0266,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
12.5,0.9090909090909091,127.102,253.00400000000002,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
6.11,1.0207596986993488,45.6086,1025.9978,6,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7.105,0.8740008556024839,58.2562,592.562,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
8.5,0.8765027652237453,50.3324,675.1212,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
16.7,0.8764947298587095,100.0384,1970.7679999999998,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
17.1,0.879676622224542,138.6838,2950.1598,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
8.325,0.9348909907661926,39.5138,568.5932,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
15.85,0.9000000000000002,55.1956,1255.6988,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
20.5,1.6200200299835243,153.934,153.134,28,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18.75,0.9178236845855015,190.3504,1917.504,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
12.15,0.9348909842537856,252.7698,5834.4054,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
15.85,0.8765027660940233,37.2506,493.3578,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
17.1,0.9248242109160676,83.5566,1860.2452,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
15.5,0.9254325865714262,144.847,2433.499,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
14.15,0.9988808400527486,172.3106,3251.1014,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6.6499999999999995,0.9344755733672216,149.1734,4454.202,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
6.865,1.0144807622155776,127.6652,2841.6344,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
16.5,0.9388452701411271,183.1292,6385.022,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
14.5,0.9221155184583225,159.4604,2376.906,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
19.35,0.9334195304170915,110.2544,1677.816,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
8.51,0.9260469201376573,192.1478,1937.4779999999998,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
6.65,1.5717317126088683,147.0734,296.9468,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7.39,0.9248149495357917,252.6066,2259.0594,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
10.895,0.8760887580187603,130.3284,2504.7396,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
8.63,0.929456816691825,170.5422,2069.3064,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7.75,0.9133974807461552,92.5436,1701.7848,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
12.15,0.8727897639196242,62.8826,710.4086,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
18.25,0.9368468424909826,194.3452,4502.1396,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
19.85,0.9237238248237125,88.5856,703.0848,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
9.3,0.8782920634245149,195.8136,2138.5496,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
19.349999999999998,0.9202689210101677,237.3564,2145.2076,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
5.98,0.8765027678948315,55.6614,331.5684,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9.195000000000002,1.6148106077288777,82.1592,412.796,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7.02,0.9593343766245893,82.925,1165.15,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7.72,0.8760887612769782,76.7986,1324.2762,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5.925,0.8623393614203014,45.6086,356.8688,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
9.695,0.8740008631789317,224.8404,3600.6464,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
12.6,0.9140074980058704,122.3414,243.6828,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
15.6,0.876088757819314,112.1518,1821.6288,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
16.7,0.8760887599576628,180.9976,4165.2448,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
18.0,1.5560143920171656,88.2514,88.5514,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12.650000000000002,0.8704928739838458,190.4846,8789.8916,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
20.85,0.9260469223697906,104.6306,1149.8366,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
5.880000000000001,0.917823687798885,151.0392,3281.0624,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
18.7,0.949352726890256,230.201,5742.525,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
8.42,0.920336500946748,228.0352,10306.584,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
18.85,0.8796766100449761,133.3284,263.6568,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
11.65,1.0151914194693832,186.924,2237.0879999999997,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
16.5,0.998238353162995,93.11200000000001,932.12,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
15.6,0.8782920668694145,128.1994,2184.4898,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
12.3,0.9315179270026926,173.2396,3139.9128,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13.599999999999998,1.614810587103326,231.83,466.06,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10.65,0.8763482277350726,56.6272,447.4176,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
16.2,0.9266506310651685,102.499,2063.98,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
10.5,0.8745787983080718,48.2376,527.3136,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
16.849999999999998,0.9270946428080643,92.81200000000001,2609.936,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
7.55,0.8765027567760546,123.4072,2082.6224,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7.0,0.9286940137132649,104.728,2450.144,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
13.35,0.9344070781044549,179.46599999999998,3775.086,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
16.0,0.927506767497558,44.5086,713.7376,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
11.349999999999998,1.6617595982053124,103.0016,202.4032,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
16.85,0.9215224027149452,90.7488,2263.72,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
8.185,0.927506764863487,49.9692,837.5764,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
19.7,0.8999999999999999,125.9362,1635.8706,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10.8,0.9990697492389303,189.7214,5841.0634,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
12.6,0.879676614264458,172.5764,1030.6584,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
16.7,0.9260469338568101,216.885,6275.165,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
13.1,0.9260469604398318,185.0898,1870.898,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
14.85,0.8796766163007879,162.2578,3690.5294,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
7.019999999999998,1.5263660653874915,150.3734,296.9468,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13.0,1.019943402922075,58.022,898.83,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
12.1,0.9247470612367961,146.9444,1596.5884,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11.3,0.9324873969539897,245.4118,6669.3186,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
10.0,0.8826991432143019,245.4144,7105.4176,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
20.6,0.9315179270503186,121.0756,1696.4584,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
11.5,1.0146012672674614,86.054,1384.864,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
11.8,1.0047209187167998,114.8492,1390.1904,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
8.895,1.4787788469671446,177.037,176.437,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9.3,0.8731325572871051,104.0964,1788.3388,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
16.2,0.8675537178869156,177.037,4587.362,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
19.1,1.458487045674104,171.8422,1034.6532,15,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17.85,1.0204120538405559,94.9094,761.6752,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
6.445,0.9348909858865266,94.1436,1418.154,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
12.65,1.464116670731349,53.5324,415.4592,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13.15,0.8745633919762513,157.8604,3803.0496,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
15.0,1.5315371865582907,121.7414,365.5242,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
15.0,0.9988808357545955,61.9168,767.0016,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11.65,0.8831348210083465,151.9024,1669.8264,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
20.1,0.9090909090909092,152.2366,151.1366,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17.35,0.8,102.9016,1922.8304,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
18.1,0.9348909669589093,95.0094,1713.7692,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
8.5,1.4641166704924076,51.3324,311.5944,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14.1,0.924160348157048,56.1956,1364.89,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
11.8,1.0047208985783578,126.2704,2002.7264,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
6.035,0.8740008641952773,155.0998,3691.1952,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
7.07,1.619554044830802,113.2834,575.9169999999999,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12.5,1.4641166647967607,168.4448,170.4448,15,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20.85,0.95013984907459,116.8808,820.2656,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
14.0,1.0006230317251739,162.6526,4275.7676,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
17.25,0.871030578973388,92.412,1304.968,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11.5,0.93151794111806,129.2626,1705.1138,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
6.675,0.9349353567286208,93.2462,1480.7392,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5.8,1.0150183422490178,90.3172,1338.2579999999998,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
8.895,0.8796766276202266,208.4954,6251.861999999999,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
7.67,0.8760887621400721,32.9216,588.5672,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
10.895,0.876502765721149,106.12799999999999,319.584,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
8.21,0.888888888888889,148.2392,1491.392,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8.575,0.9215223959159763,107.12799999999999,958.752,26,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7.75,0.9171182826696254,93.1436,1418.154,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
15.700000000000001,1.0463494112285352,41.876999999999995,1125.202,28,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.099999999999998,0.9251308092398212,190.6846,9554.23,28,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12.35,0.9299777874434909,197.2426,2966.139,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
17.7,0.8833425469329236,117.1834,691.1004,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
8.52,0.8782920724203596,151.0682,1829.6184,4,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
18.2,1.050935281459978,43.3086,758.3462,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
16.2,1.6191127098468978,73.0696,223.7088,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16.0,0.998880843604691,225.9404,1350.2424,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
8.63,0.8760887619593661,115.0518,1366.2216,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
10.8,0.8333333333333334,40.7138,406.13800000000003,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
18.75,0.9260469413534076,192.5504,2109.2544,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
5.78,0.9982383450609057,161.9552,2111.9176,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
13.8,0.8765027652549627,90.7172,1338.2579999999998,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
17.75,0.8740008633720405,184.72400000000002,1677.816,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
11.5,0.9260469346082263,194.68200000000002,2316.984,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
11.8,1.0010959374577244,117.6492,1158.492,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
15.1,0.8796766130840303,140.5496,2681.8424,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
17.7,1.5479069023682435,116.6834,460.7336,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
8.85,0.9982383489177016,122.0388,1609.9044,26,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12.6,1.0720970472005524,174.5054,2626.5809999999997,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
13.8,0.9330875565584308,75.8012,1138.518,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
6.115,0.9339756863727482,188.653,3605.3070000000002,14,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
17.25,1.5620926532121346,170.3764,343.5528,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.5,0.920951145120789,142.047,2719.7929999999997,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
6.26,0.8765027339454968,150.7366,2418.1856,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13.5,1.5278105062647194,86.25399999999999,173.108,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19.6,1.4641166697811625,90.1514,442.75699999999995,15,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17.0,0.9942317069370122,263.7884,1324.942,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
11.5,0.8712701327616466,126.3704,3880.2824,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
14.65,0.9090909090909093,54.9614,552.614,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8.89,0.878292063728845,102.8016,1012.0160000000001,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
8.02,1.4584870620332688,154.2972,1090.5804,15,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18.7,0.9385429487446713,183.3292,2006.7212,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
7.405,0.8640461989510282,89.7146,547.2876,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5.98,0.8740008579411377,148.4418,2354.2688,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
14.299999999999999,0.9251308247955284,209.7586,5487.5236,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
18.599999999999998,1.6148106094813361,149.5366,604.5464,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
15.2,0.9101278440317584,48.7034,680.4476,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
12.1,0.929977791146661,146.3444,3773.7544,6,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11.349999999999998,1.5467380863839126,52.1008,50.6008,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9.285,0.9,161.5578,4653.2762,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11.5,1.6148105948055893,192.282,386.164,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
8.155,1.4641166669336119,188.453,379.506,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9.3,0.923723831183459,89.4172,1159.8236,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
13.85,0.9296326114800044,117.4492,3243.7776,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16.7,0.8733323631674049,65.7168,1086.5856,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
11.15,1.0006230343058695,105.8648,1973.4312,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
16.7,0.8745633842940672,117.2782,715.0692,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
17.0,0.8782920688973835,124.5362,1132.5258,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
7.365,0.9215224155945336,228.372,4527.44,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
16.5,0.9294568193617756,207.2638,5383.6588,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
13.8,1.4641166724936534,245.7802,245.6802,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.599999999999998,1.6148106516612803,171.3422,862.211,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18.7,1.5616936930269523,52.9324,51.9324,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.905,0.9296326279225475,250.4408,3004.0896,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
13.65,0.9349353546780192,211.4902,4035.4138,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
17.6,0.9310779303497464,163.8868,3111.9492,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
15.5,0.9374576601124525,44.177,173.108,4,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
